Report ID,Report Channel,Customer Name,State Key,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status
AXA-20201211-2962-WiFi4,CH04,BetSan,NGS001,2020/12/11 8:34:21,2020/12/11 08:36:31,2020/12/11 09:38:36,Line damage,Sola, 2020/12/11 14:18:20,Completed,Closed
AXA-20201201-2963-C95,CH02,PlusTea,NGS002,2020/12/01 9:43:35,2020/12/01 09:52:56,2020/12/01 10:29:09,Support network failures,Bola, 2020/12/01 16:21:30,Completed,Closed
AXA-20201206-2964-C95,CH01,Alumaco,NGS010,2020/12/06 14:58:45,2020/12/06 15:09:24,2020/12/06 19:50:08,hardware failure,Fola, 2020/12/07 00:43:59,Completed,Closed
AXA-20201220-2965-WLESS,CH01,Transnational,NGS036,2020/12/20 8:07:05,2020/12/20 08:12:28,2020/12/20 10:27:05,Customers End,Brenda, 2020/12/20 13:44:46,Completed,Closed
AXA-20201210-2966-WiFi10,CH04,MIEC,NGS001,2020/12/10 14:39:17,2020/12/10 14:41:35,2020/12/10 18:04:22,Customers End,Sherifat, 2020/12/10 23:50:46,Completed,Closed
AXA-20201203-2967-HSE,CH02,Eversharpmaster,NGS027,2020/12/03 8:43:31,2020/12/03 08:45:56,2020/12/03 10:15:31,Customers End,Sekina, 2020/12/03 15:53:15,Completed,Closed
AXA-20201226-2968-WiFi3,CH04,Eversharpmaster,NGS010,2020/12/26 15:10:00,2020/12/26 15:17:13,2020/12/26 17:56:54,Routine Service,Kachi, 2020/12/26 21:12:23,Completed,Closed
AXA-20201203-2969-WiFi6,CH02,Jacobs,NGS022,2020/12/03 12:23:54,2020/12/03 12:32:29,2020/12/03 15:35:02,Customers End,Kola, 2020/12/03 20:24:39,Completed,Closed
AXA-20201207-2970-ICS,CH02,BetSan,NGS004,2020/12/07 12:33:05,2020/12/07 12:41:24,2020/12/07 17:26:28,Routine Service,Habeeb, 2020/12/07 21:51:57,Completed,Closed
AXA-20201208-2971-WLESS,CH03,Allied,NGS011,2020/12/08 12:15:32,2020/12/08 12:26:00,2020/12/08 16:50:08,Routine Service,Paul, 2020/12/08 21:44:35,Completed,Closed
AXA-20201228-2972-HSE,CH03,CCD,NGS012,2020/12/28 9:25:53,2020/12/28 09:27:41,2020/12/28 10:10:02,Line damage,Bukky, 2020/12/28 16:00:44,Completed,Closed
AXA-20201204-2973-WLESS,CH04,ROCAD,NGS020,2020/12/04 11:05:39,2020/12/04 11:12:23,2020/12/04 13:19:34,Customers End,Sekina, 2020/12/04 17:57:52,Completed,Closed
AXA-20201222-2974-WiFi7,CH06,International,NGS017,2020/12/22 15:34:41,2020/12/22 15:35:11,2020/12/22 16:04:50,Customers End,Bola, 2020/12/22 21:31:24,Completed,Closed
AXA-20201226-2975-WiFi3,CH03,BetBoss,NGS003,2020/12/26 9:59:13,2020/12/26 10:06:56,2020/12/26 15:47:24,Customers End,Tunde, 2020/12/26 19:09:15,Completed,Closed
AXA-20201218-2976-WLESS,CH02,ACCNI,NGS025,2020/12/18 10:42:34,2020/12/18 10:50:42,2020/12/18 16:03:44,Intrusions,Tunde, 2020/12/18 21:51:15,Completed,Closed
AXA-20201208-2977-WiFi10,CH05,Transnational,NGS033,2020/12/08 15:00:44,2020/12/08 15:05:02,2020/12/08 15:28:22,Customers End,Atiku, 2020/12/08 18:58:50,Completed,Closed
AXA-20201209-2978-WiFi5,CH02,Marketsquare,NGS010,2020/12/09 13:00:07,2020/12/09 13:04:25,2020/12/09 13:09:48,Line damage,Jonathan, 2020/12/09 16:34:43,Completed,Closed
AXA-20201216-2979-WiFi10,CH01,BetSan,NGS018,2020/12/16 10:12:35,2020/12/16 10:19:58,2020/12/16 10:27:26,Traffic Spikes,Myers, 2020/12/16 14:59:51,Completed,Closed
AXA-20201217-2980-WiFi7,CH02,Wichtech,NGS029,2020/12/17 9:52:57,2020/12/17 10:00:02,2020/12/17 13:41:27,Customers End,Brenda, 2020/12/17 18:05:08,Completed,Closed
AXA-20201213-2981-WiFi11,CH04,ROCAD,NGS019,2020/12/13 15:03:30,2020/12/13 15:03:58,2020/12/13 19:39:34,Customers End,Jennifer, 2020/12/14 00:25:15,Completed,Closed
AXA-20201212-2982-C100,CH04,Union,NGS018,2020/12/12 14:06:08,2020/12/12 14:08:31,2020/12/12 17:11:40,Customers End,Habeeb, 2020/12/12 21:59:51,Completed,Closed
AXA-20201205-2983-WLESS,CH06,Gmicord,NGS001,2020/12/05 13:47:30,2020/12/05 13:55:41,2020/12/05 17:10:10,Customers End,Mary, 2020/12/05 22:02:50,Completed,Closed
AXA-20201219-2984-WLESS,CH02,Ultimate,NGS008,2020/12/19 10:21:12,2020/12/19 10:23:38,2020/12/19 14:03:43,Line damage,Jennifer, 2020/12/19 17:21:08,Completed,Closed
AXA-20201202-2985-WiFi5,CH05,PWAN,NGS013,2020/12/02 12:07:49,2020/12/02 12:16:31,2020/12/02 16:40:01,hardware failure,Brenda, 2020/12/02 21:08:39,Completed,Closed
AXA-20201214-2986-WiFi5,CH06,BetSan,NGS029,2020/12/14 11:07:09,2020/12/14 11:16:26,2020/12/14 15:48:36,Customers End,Sekina, 2020/12/14 20:11:16,Completed,Closed
AXA-20201210-2987-WiFi4,CH01,SupaTram,NGS001,2020/12/10 12:56:32,2020/12/10 12:58:46,2020/12/10 17:14:27,Routine Service,Sekina, 2020/12/10 21:50:01,Completed,Closed
AXA-20201222-2988-WiFi8,CH01,BetSan,NGS005,2020/12/22 9:23:31,2020/12/22 09:33:44,2020/12/22 14:36:04,Customers End,Vitus, 2020/12/22 18:53:39,Completed,Closed
AXA-20201218-2989-WiFi8,CH02,Transnational,NGS014,2020/12/18 14:21:56,2020/12/18 14:29:03,2020/12/18 16:02:43,Line damage,Jennifer, 2020/12/18 19:18:05,Completed,Closed
AXA-20201211-2990-WLESS,CH06,Transnational,NGS032,2020/12/11 14:37:43,2020/12/11 14:46:23,2020/12/11 18:14:54,Routine Service,Ore, 2020/12/11 22:50:30,Completed,Closed
AXA-20201225-2991-WLESS,CH01,International,NGS016,2020/12/25 15:37:26,2020/12/25 15:42:48,2020/12/25 20:18:07,Line damage,Goodluck, 2020/12/26 00:12:34,Completed,Closed
AXA-20201221-2992-C100,CH03,Dan,NGS001,2020/12/21 12:59:34,2020/12/21 13:05:57,2020/12/21 18:10:33,Customers End,Atiku, 2020/12/21 23:52:02,Completed,Closed
AXA-20201205-2993-WiFi10,CH05,BetSan,NGS032,2020/12/05 8:49:47,2020/12/05 08:54:54,2020/12/05 12:03:14,Routine Service,Habeeb, 2020/12/05 17:33:58,Completed,Closed
AXA-20201225-2994-C100,CH05,FoodCo,NGS002,2020/12/25 9:22:43,2020/12/25 09:26:56,2020/12/25 10:12:06,Customers End,Habeeb, 2020/12/25 14:43:28,Completed,Closed
AXA-20201220-2995-C100,CH05,Union,NGS004,2020/12/20 13:37:37,2020/12/20 13:42:48,2020/12/20 18:09:18,Customers End,Sherifat, 2020/12/20 21:22:57,Completed,Closed
AXA-20201204-2996-HSE,CH05,BetBoss,NGS022,2020/12/04 15:26:16,2020/12/04 15:33:36,2020/12/04 18:35:18,Customers End,Habeeb, 2020/12/04 22:02:55,Completed,Closed
AXA-20201201-2997-HSE,CH03,ShopLite,NGS033,2020/12/01 11:26:38,2020/12/01 11:36:43,2020/12/01 14:57:06,Customers End,Myers, 2020/12/01 18:46:44,Completed,Closed
AXA-20201211-2998-WiFi5,CH04,Jacobs,NGS005,2020/12/11 8:18:58,2020/12/11 08:24:22,2020/12/11 10:06:04,Customers End,Atiku, 2020/12/11 14:47:36,Completed,Closed
AXA-20201206-2999-WiFi8,CH06,ShopLite,NGS007,2020/12/06 12:06:55,2020/12/06 12:16:18,2020/12/06 17:30:46,Routine Service,Myers, 2020/12/06 22:43:28,Completed,Closed
AXA-20201224-3000-C95,CH02,ShopLite,NGS003,2020/12/24 11:44:36,2020/12/24 11:44:59,2020/12/24 14:22:42,Line damage,Brenda, 2020/12/24 18:08:19,Completed,Closed
AXA-20201226-3001-MAC,CH06,CCD,NGS011,2020/12/26 12:43:54,2020/12/26 12:54:42,2020/12/26 18:22:05,Customers End,Sherifat, 2020/12/26 21:48:25,Completed,Closed
AXA-20201225-3002-C100,CH03,Nabett,NGS004,2020/12/25 8:50:07,2020/12/25 08:59:41,2020/12/25 11:23:43,Line damage,Vitus, 2020/12/25 17:11:56,Completed,Closed
AXA-20201211-3003-VOICE,CH04,ShopLite,NGS016,2020/12/11 10:37:33,2020/12/11 10:45:56,2020/12/11 16:15:23,Customers End,Kingsley, 2020/12/11 22:06:40,Completed,Closed
AXA-20201221-3004-HSE,CH01,Spreadweb,NGS018,2020/12/21 15:48:11,2020/12/21 15:51:44,2020/12/21 15:55:18,Customers End,Myers, 2020/12/21 19:46:02,Completed,Closed
AXA-20201210-3005-WLESS,CH03,Arik,NGS024,2020/12/10 10:48:39,2020/12/10 10:56:15,2020/12/10 11:18:40,Customers End,Amelia, 2020/12/10 15:34:28,Completed,Closed
AXA-20201227-3006-WiFi4,CH02,CCD,NGS024,2020/12/27 10:09:13,2020/12/27 10:10:58,2020/12/27 11:56:22,Line damage,Kingsley, 2020/12/27 17:28:40,Completed,Closed
AXA-20201219-3007-MCON,CH02,ShopLite,NGS015,2020/12/19 14:15:26,2020/12/19 14:21:07,2020/12/19 18:47:27,Customers End,Ore, 2020/12/19 23:41:17,Completed,Closed
AXA-20201203-3008-C95,CH05,SupaTram,NGS032,2020/12/03 12:50:33,2020/12/03 13:00:03,2020/12/03 13:24:34,Customers End,Jonathan, 2020/12/03 17:05:08,Completed,Closed
AXA-20201222-3009-WiFi6,CH06,ComLas,NGS005,2020/12/22 11:09:29,2020/12/22 11:18:03,2020/12/22 12:18:12,Routine Service,Tunde, 2020/12/22 18:11:33,Completed,Closed
AXA-20201223-3010-C100,CH02,Tidel,NGS024,2020/12/23 15:40:32,2020/12/23 15:41:44,2020/12/23 20:13:28,Customers End,Habeeb, 2020/12/24 01:30:04,Completed,Closed
AXA-20201203-3011-VOICE,CH05,BetSan,NGS029,2020/12/03 12:32:38,2020/12/03 12:40:48,2020/12/03 17:22:15,Line damage,Segun, 2020/12/03 22:46:34,Completed,Closed
AXA-20201202-3012-WiFi8,CH05,Sahad,NGS007,2020/12/02 15:27:02,2020/12/02 15:32:09,2020/12/02 18:10:27,Customers End,Amelia, 2020/12/02 22:22:42,Completed,Closed
AXA-20201208-3013-WLESS,CH03,BetSan,NGS007,2020/12/08 10:58:05,2020/12/08 11:07:10,2020/12/08 14:21:20,Power Loss,Sherifat, 2020/12/08 18:54:57,Completed,Closed
AXA-20201211-3014-WLESS,CH02,BetSan,NGS013,2020/12/11 11:38:54,2020/12/11 11:44:08,2020/12/11 12:08:52,Line damage,Paul, 2020/12/11 16:03:03,Completed,Closed
AXA-20201201-3015-ICS,CH06,Denna,NGS032,2020/12/01 11:29:53,2020/12/01 11:40:24,2020/12/01 16:43:12,Customers End,Akin, 2020/12/01 20:03:43,Completed,Closed
AXA-20201213-3016-MCON,CH04,ValueNaija,NGS004,2020/12/13 13:41:48,2020/12/13 13:51:23,2020/12/13 17:23:10,Routine Service,Fola, 2020/12/13 21:38:54,Completed,Closed
AXA-20201225-3017-WiFi11,CH01,Ultimate,NGS019,2020/12/25 15:01:28,2020/12/25 15:10:12,2020/12/25 18:10:46,Customers End,Brenda, 2020/12/25 23:52:01,Completed,Closed
AXA-20201202-3018-WLESS,CH03,Xpertech,NGS006,2020/12/02 13:15:37,2020/12/02 13:16:21,2020/12/02 14:23:33,Routine Service,Tunde, 2020/12/02 18:03:03,Completed,Closed
AXA-20201212-3019-WiFi4,CH03,Access,NGS033,2020/12/12 9:19:41,2020/12/12 09:22:28,2020/12/12 09:40:30,Line damage,Vitus, 2020/12/12 15:15:53,Completed,Closed
AXA-20201203-3020-WiFi3,CH04,Transnational,NGS025,2020/12/03 10:34:13,2020/12/03 10:35:35,2020/12/03 11:02:58,#N/A,Vitus, 2020/12/03 16:46:39,Completed,Closed
AXA-20201219-3021-MAC,CH05,TwinsDeck,NGS032,2020/12/19 13:03:40,2020/12/19 13:10:25,2020/12/19 17:38:13,Line damage,Kola, ,Active,Open
AXA-20201227-3022-WiFi6,CH06,Chanrai's,NGS019,2020/12/27 12:33:04,2020/12/27 12:33:12,2020/12/27 16:54:17,Routine Service,John, ,Active,Open
AXA-20201222-3023-HSE,CH01,Eversharpmaster,NGS005,2020/12/22 10:50:23,2020/12/22 10:51:11,2020/12/22 13:31:53,Line damage,Sherifat, 2020/12/22 16:52:16,Completed,Closed
AXA-20201208-3024-EVOICE,CH05,Transnational,NGS024,2020/12/08 8:30:05,2020/12/08 08:38:23,2020/12/08 10:24:04,Line damage,Goodluck, 2020/12/08 13:55:27,Completed,Closed
AXA-20201204-3025-MCON,CH03,Fidelity,NGS025,2020/12/04 15:27:02,2020/12/04 15:32:08,2020/12/04 20:59:14,Line damage,Bukky, 2020/12/05 02:40:05,Completed,Closed
AXA-20201201-3026-C100,CH06,Homebiz,NGS025,2020/12/01 15:39:46,2020/12/01 15:49:26,2020/12/01 16:20:30,Routine Service,Jennifer, ,Active,Open
AXA-20201223-3027-WiFi6,CH05,Jiji,NGS014,2020/12/23 11:15:57,2020/12/23 11:23:15,2020/12/23 15:39:30,Customers End,Sherifat, 2020/12/23 21:09:16,Completed,Closed
AXA-20201222-3028-C95,CH05,Jiji,NGS004,2020/12/22 12:20:03,2020/12/22 12:22:47,2020/12/22 15:38:17,Customers End,Habeeb, 2020/12/22 20:18:08,Completed,Closed
AXA-20201228-3029-C95,CH06,ValueNaija,NGS012,2020/12/28 12:03:42,2020/12/28 12:06:54,2020/12/28 12:52:30,Routine Service,Segun, 2020/12/28 17:44:48,Completed,Closed
AXA-20201210-3030-C95,CH02,FlutterScape,NGS002,2020/12/10 14:42:20,2020/12/10 14:45:32,2020/12/10 17:46:46,Line damage,Brenda, ,Active,Open
AXA-20201213-3031-WiFi4,CH01,ROCAD,NGS009,2020/12/13 8:11:53,2020/12/13 08:16:06,2020/12/13 11:18:52,Customers End,John, 2020/12/13 15:55:15,Completed,Closed
AXA-20201227-3032-WiFi10,CH01,ACCNI,NGS019,2020/12/27 13:40:27,2020/12/27 13:44:39,2020/12/27 14:05:05,Line damage,Jonathan, 2020/12/27 17:50:51,Completed,Closed
AXA-20201201-3033-WiFi9,CH03,Jacobs,NGS029,2020/12/01 12:16:48,2020/12/01 12:23:57,2020/12/01 14:44:40,Line damage,Goodluck, 2020/12/01 20:28:52,Completed,Closed
AXA-20201221-3034-WLESS,CH05,Bates,NGS019,2020/12/21 13:43:04,2020/12/21 13:47:44,2020/12/21 14:06:25,#N/A,Kingsley, ,Active,Open
AXA-20201211-3035-WLESS,CH03,ROCAD,NGS002,2020/12/11 11:53:32,2020/12/11 11:55:52,2020/12/11 16:25:16,Line damage,Kola, ,Active,Open
AXA-20201212-3036-MAC,CH04,FoodCo,NGS028,2020/12/12 9:58:09,2020/12/12 09:59:42,2020/12/12 14:00:56,Customers End,Kachi, 2020/12/12 17:24:30,Completed,Closed
AXA-20201225-3037-EVOICE,CH06,International,NGS028,2020/12/25 13:36:36,2020/12/25 13:40:41,2020/12/25 15:11:04,Support network failures,Atiku, 2020/12/25 20:31:30,Completed,Closed
AXA-20201220-3038-WiFi9,CH01,Sahad,NGS014,2020/12/20 15:36:49,2020/12/20 15:42:13,2020/12/20 15:42:43,#N/A,Kingsley, 2020/12/20 20:05:59,Completed,Closed
AXA-20201206-3039-WiFi6,CH01,Lemway,NGS035,2020/12/06 8:45:56,2020/12/06 08:55:42,2020/12/06 08:57:48,Customers End,Atiku, 2020/12/06 14:36:35,Completed,Closed
AXA-20201222-3040-WiFi4,CH03,Bimta,NGS010,2020/12/22 15:46:18,2020/12/22 15:54:56,2020/12/22 16:30:28,Customers End,Jonathan, ,Active,Open
AXA-20201210-3041-HSE,CH06,ACCNI,NGS009,2020/12/10 11:33:51,2020/12/10 11:34:23,2020/12/10 11:48:29,Customers End,Goodluck, 2020/12/10 16:08:20,Completed,Closed
AXA-20201219-3042-CBS,CH03,ACCNI,NGS015,2020/12/19 10:34:03,2020/12/19 10:34:08,2020/12/19 11:13:30,Customers End,Kingsley, 2020/12/19 14:47:22,Completed,Closed
AXA-20201202-3043-WiFi6,CH05,Denna,NGS009,2020/12/02 12:52:47,2020/12/02 12:55:58,2020/12/02 15:19:06,Customers End,Myers, 2020/12/02 19:47:54,Completed,Closed
AXA-20201208-3044-C100,CH02,ShopLite,NGS026,2020/12/08 12:28:53,2020/12/08 12:29:03,2020/12/08 14:48:49,Customers End,Tunde, 2020/12/08 18:23:19,Completed,Closed
AXA-20201208-3045-WiFi11,CH05,ShopLite,NGS027,2020/12/08 10:13:34,2020/12/08 10:23:11,2020/12/08 10:31:35,Routine Service,Segun, 2020/12/08 16:03:15,Completed,Closed
AXA-20201228-3046-WLESS,CH02,ShopLite,NGS033,2020/12/28 13:29:17,2020/12/28 13:33:04,2020/12/28 17:34:28,Customers End,Habeeb, 2020/12/28 20:56:24,Completed,Closed
AXA-20201205-3047-WiFi10,CH03,TwinsDeck,NGS011,2020/12/05 15:39:23,2020/12/05 15:42:36,2020/12/05 19:28:21,Customers End,Akin, 2020/12/06 00:46:07,Completed,Closed
AXA-20201228-3048-MAC,CH01,CCD,NGS001,2020/12/28 8:01:22,2020/12/28 08:05:35,2020/12/28 11:31:01,Customers End,John, 2020/12/28 16:45:34,Completed,Closed
AXA-20201206-3049-HSE,CH04,CCD,NGS019,2020/12/06 15:43:34,2020/12/06 15:52:51,2020/12/06 19:22:37,Line damage,Goodluck, 2020/12/06 23:39:54,Completed,Closed
AXA-20201225-3050-WiFi4,CH04,Ultimate,NGS004,2020/12/25 14:54:45,2020/12/25 15:04:12,2020/12/25 16:09:35,#N/A,Brenda, 2020/12/25 19:56:27,Completed,Closed
AXA-20201208-3051-WiFi6,CH02,Blenco,NGS033,2020/12/08 15:07:57,2020/12/08 15:16:09,2020/12/08 19:51:42,Line damage,Myers, 2020/12/09 00:12:20,Completed,Closed
AXA-20201202-3052-WiFi4,CH02,Cassava,NGS001,2020/12/02 14:20:51,2020/12/02 14:22:39,2020/12/02 19:01:54,Customers End,Popoola, 2020/12/03 00:28:26,Completed,Closed
AXA-20201222-3053-WLESS,CH06,ExcluDive,NGS032,2020/12/22 9:03:25,2020/12/22 09:11:30,2020/12/22 12:45:03,Customers End,Atiku, 2020/12/22 18:23:43,Completed,Closed
AXA-20201215-3054-WiFi11,CH03,ShopLite,NGS004,2020/12/15 12:59:47,2020/12/15 13:08:16,2020/12/15 17:22:33,Line damage,Brenda, 2020/12/15 22:10:09,Completed,Closed
AXA-20201213-3055-WiFi6,CH02,Jiji,NGS027,2020/12/13 8:33:09,2020/12/13 08:43:35,2020/12/13 13:49:55,Routine Service,Tunde, 2020/12/13 17:29:30,Completed,Closed
AXA-20201228-3056-WiFi8,CH03,ShopLite,NGS004,2020/12/28 13:18:47,2020/12/28 13:28:21,2020/12/28 16:49:27,Line damage,Popoola, 2020/12/28 21:26:40,Completed,Closed
AXA-20201222-3057-EVOICE,CH02,Jacobs,NGS026,2020/12/22 14:53:57,2020/12/22 14:59:39,2020/12/22 15:45:09,Routine Service,Tunde, 2020/12/22 21:28:41,Completed,Closed
AXA-20201210-3058-CBS,CH06,Access,NGS009,2020/12/10 14:32:00,2020/12/10 14:34:12,2020/12/10 16:02:54,hardware failure,Sherifat, 2020/12/10 21:47:33,Completed,Closed
AXA-20201210-3059-EVOICE,CH01,Transnational,NGS003,2020/12/10 12:34:27,2020/12/10 12:35:44,2020/12/10 13:08:49,Customers End,Tunde, 2020/12/10 16:21:38,Completed,Closed
AXA-20201223-3060-WiFi9,CH01,Geotextile,NGS002,2020/12/23 8:25:41,2020/12/23 08:27:15,2020/12/23 11:06:23,Customers End,Kola, 2020/12/23 15:42:11,Completed,Closed
AXA-20201213-3061-WiFi8,CH05,ShopLite,NGS033,2020/12/13 9:05:44,2020/12/13 09:16:17,2020/12/13 09:31:36,#N/A,John, 2020/12/13 13:18:20,Completed,Closed
AXA-20201222-3062-WiFi5,CH01,Jiji,NGS033,2020/12/22 13:17:04,2020/12/22 13:19:29,2020/12/22 14:51:07,Customers End,Tunde, 2020/12/22 18:42:59,Completed,Closed
AXA-20201221-3063-MCON,CH03,Sahad,NGS019,2020/12/21 9:18:29,2020/12/21 09:23:09,2020/12/21 13:50:26,Customers End,Atiku, 2020/12/21 18:06:47,Completed,Closed
AXA-20201201-3064-CBS,CH06,NPS,NGS002,2020/12/01 14:22:42,2020/12/01 14:30:54,2020/12/01 17:04:56,Customers End,Popoola, 2020/12/01 20:31:41,Completed,Closed
AXA-20201224-3065-MCON,CH03,FoodCo,NGS017,2020/12/24 10:53:23,2020/12/24 11:02:59,2020/12/24 14:40:08,Line damage,Sekina, 2020/12/24 18:27:04,Completed,Closed
AXA-20201213-3066-HSE,CH05,NTAS,NGS027,2020/12/13 8:02:24,2020/12/13 08:07:39,2020/12/13 08:47:18,Customers End,Amelia, ,Active,Open
AXA-20201216-3067-MCON,CH06,Alumaco,NGS007,2020/12/16 8:36:54,2020/12/16 08:38:19,2020/12/16 10:45:30,Line damage,Bola, 2020/12/16 14:15:20,Completed,Closed
AXA-20201207-3068-WiFi8,CH06,OneTres,NGS010,2020/12/07 10:26:41,2020/12/07 10:33:51,2020/12/07 15:06:34,#N/A,Jonathan, 2020/12/07 20:55:52,Completed,Closed
AXA-20201209-3069-HSE,CH01,NTAS,NGS036,2020/12/09 8:56:57,2020/12/09 09:01:36,2020/12/09 11:03:38,Customers End,Ore, 2020/12/09 15:49:27,Completed,Closed
AXA-20201209-3070-C100,CH06,Trifarms,NGS028,2020/12/09 9:48:15,2020/12/09 09:57:36,2020/12/09 15:35:24,Line damage,Brenda, 2020/12/09 18:52:04,Completed,Closed
AXA-20201228-3071-EVOICE,CH05,NTAS,NGS001,2020/12/28 9:16:14,2020/12/28 09:16:26,2020/12/28 13:31:28,Customers End,Habeeb, 2020/12/28 17:08:45,Completed,Closed
AXA-20201204-3072-WiFi5,CH06,Dan,NGS004,2020/12/04 12:23:45,2020/12/04 12:32:07,2020/12/04 16:44:42,Customers End,Amelia, 2020/12/04 21:17:29,Completed,Closed
AXA-20201202-3073-MAC,CH03,Olando,NGS002,2020/12/02 10:05:18,2020/12/02 10:12:05,2020/12/02 14:48:41,#N/A,Jonathan, 2020/12/02 18:16:07,Completed,Closed
AXA-20201214-3074-ICS,CH04,ValueNaija,NGS001,2020/12/14 15:58:28,2020/12/14 16:00:06,2020/12/14 17:10:22,Line damage,Akin, 2020/12/14 21:00:51,Completed,Closed
AXA-20201226-3075-C95,CH03,Jacobs,NGS005,2020/12/26 11:30:39,2020/12/26 11:41:02,2020/12/26 12:55:35,Customers End,Myers, 2020/12/26 16:15:00,Completed,Closed
AXA-20201204-3076-ICS,CH01,Jiji,NGS032,2020/12/04 15:43:43,2020/12/04 15:50:22,2020/12/04 19:14:30,Customers End,Jennifer, 2020/12/05 00:40:07,Completed,Closed
AXA-20201202-3077-WiFi5,CH06,MIEC,NGS004,2020/12/02 10:57:29,2020/12/02 11:01:45,2020/12/02 16:37:12,Routine Service,Jonathan, 2020/12/02 22:07:23,Completed,Closed
AXA-20201212-3078-HSE,CH03,Pentacept,NGS004,2020/12/12 10:23:54,2020/12/12 10:32:27,2020/12/12 11:42:01,Line damage,Myers, 2020/12/12 16:26:50,Completed,Closed
AXA-20201215-3079-WiFi10,CH04,BetBoss,NGS034,2020/12/15 15:31:19,2020/12/15 15:40:39,2020/12/15 18:19:26,#N/A,Brenda, 2020/12/15 23:10:01,Completed,Closed
AXA-20201224-3080-WiFi7,CH01,Jacobs,NGS012,2020/12/24 13:20:12,2020/12/24 13:21:19,2020/12/24 13:41:44,Customers End,Goodluck, 2020/12/24 19:14:27,Completed,Closed
AXA-20201208-3081-WLESS,CH04,BetSan,NGS012,2020/12/08 8:47:51,2020/12/08 08:52:02,2020/12/08 14:22:28,Line damage,Sherifat, 2020/12/08 19:50:06,Completed,Closed
AXA-20201220-3082-WiFi7,CH05,ShopLite,NGS020,2020/12/20 13:52:01,2020/12/20 13:52:28,2020/12/20 19:18:12,Routine Service,Bola, ,Active,Open
AXA-20201221-3083-MCON,CH02,ROCAD,NGS004,2020/12/21 14:55:06,2020/12/21 15:00:44,2020/12/21 18:24:15,hardware failure,Jonathan, 2020/12/21 21:42:43,Completed,Closed
AXA-20201225-3084-WiFi11,CH06,Jacobs,NGS015,2020/12/25 12:31:37,2020/12/25 12:42:22,2020/12/25 15:51:59,Customers End,Bola, ,Active,Open
AXA-20201203-3085-WiFi9,CH03,BetSan,NGS004,2020/12/03 15:41:02,2020/12/03 15:41:08,2020/12/03 18:56:53,Routine Service,Tunde, 2020/12/03 22:16:17,Completed,Closed
AXA-20201213-3086-C100,CH03,Denna,NGS018,2020/12/13 12:26:49,2020/12/13 12:29:37,2020/12/13 14:35:45,#N/A,Goodluck, 2020/12/13 18:12:08,Completed,Closed
AXA-20201213-3087-CBS,CH05,Cassava,NGS025,2020/12/13 9:14:58,2020/12/13 09:25:36,2020/12/13 09:31:45,Customers End,Bukky, 2020/12/13 13:06:16,Completed,Closed
AXA-20201214-3088-WiFi9,CH05,International,NGS017,2020/12/14 15:07:06,2020/12/14 15:09:47,2020/12/14 15:33:04,#N/A,John, 2020/12/14 21:00:26,Completed,Closed
AXA-20201216-3089-WiFi4,CH03,CCD,NGS033,2020/12/16 15:15:06,2020/12/16 15:17:35,2020/12/16 20:43:06,Customers End,Tunde, ,Active,Open
AXA-20201228-3090-HSE,CH05,ShopLite,NGS037,2020/12/28 12:22:48,2020/12/28 12:30:56,2020/12/28 13:38:03,Power Loss,Bola, 2020/12/28 16:56:58,Completed,Closed
AXA-20201204-3091-WLESS,CH06,ShopLite,NGS010,2020/12/04 14:11:25,2020/12/04 14:22:12,2020/12/04 17:03:57,Customers End,Sherifat, 2020/12/04 20:50:39,Completed,Closed
AXA-20201228-3092-MAC,CH02,Yem-Zem,NGS008,2020/12/28 11:40:31,2020/12/28 11:51:12,2020/12/28 12:18:36,Customers End,Brenda, 2020/12/28 17:08:06,Completed,Closed
AXA-20201212-3093-WiFi8,CH05,SupaTram,NGS027,2020/12/12 13:27:57,2020/12/12 13:33:33,2020/12/12 17:45:35,Line damage,Habeeb, 2020/12/12 23:11:18,Completed,Closed
AXA-20201219-3094-WiFi7,CH04,CCD,NGS024,2020/12/19 10:09:35,2020/12/19 10:18:16,2020/12/19 10:18:30,Customers End,Tunde, ,Active,Open
AXA-20201221-3095-WiFi9,CH05,Jiji,NGS030,2020/12/21 10:07:04,2020/12/21 10:14:38,2020/12/21 10:31:48,#N/A,Kola, 2020/12/21 14:49:00,Completed,Closed
AXA-20201223-3096-WiFi7,CH02,SupaTram,NGS001,2020/12/23 11:48:35,2020/12/23 11:59:18,2020/12/23 13:24:58,Customers End,John, ,Active,Open
AXA-20201213-3097-WiFi4,CH04,CCD,NGS005,2020/12/13 10:35:58,2020/12/13 10:46:14,2020/12/13 15:00:47,Customers End,Myers, 2020/12/13 19:21:12,Completed,Closed
AXA-20201208-3098-ICS,CH02,WetinLas,NGS026,2020/12/08 8:35:32,2020/12/08 08:43:16,2020/12/08 10:11:28,Customers End,Sola, 2020/12/08 15:40:22,Completed,Closed
AXA-20201205-3099-WiFi9,CH05,BetSan,NGS029,2020/12/05 13:10:35,2020/12/05 13:12:08,2020/12/05 16:46:21,Customers End,Tunde, ,Active,Open
AXA-20201210-3100-WiFi6,CH01,Denna,NGS034,2020/12/10 14:52:18,2020/12/10 14:56:44,2020/12/10 19:27:51,Customers End,Sola, 2020/12/10 23:41:06,Completed,Closed
