,report_id,report_channel,customer_name,state_key,ticket_open_time,ticket_resp_time,issue_res_time,fault_type,operator,ticket_close_time,ticket_status,business_status
1435,AXA-20201226-2536-C100,CH03,Allied,NGS001,2020-12-26 13:07:32,2020-12-26 13:09:37,2020-12-26 14:10:50,Line damage,John,2020-12-26 17:43:05,Completed,Closed
1436,AXA-20201210-2537-WiFi5,CH06,Dan,NGS036,2020-12-10 12:10:59,2020-12-10 12:18:29,2020-12-10 16:55:16,Line damage,Sherifat,2020-12-10 22:44:47,Completed,Closed
1437,AXA-20201227-2538-WiFi6,CH05,BetSan,NGS001,2020-12-27 15:53:48,2020-12-27 15:59:58,2020-12-27 19:09:42,Line damage,Habeeb,2020-12-28 01:03:02,Completed,Closed
1438,AXA-20201202-2539-HSE,CH02,ShopLite,NGS013,2020-12-02 13:08:31,2020-12-02 13:14:36,2020-12-02 17:49:08,Customers End,Habeeb,2020-12-02 21:08:53,Completed,Closed
1439,AXA-20201226-2540-C100,CH06,NTAS,NGS033,2020-12-26 13:35:55,2020-12-26 13:46:39,2020-12-26 18:59:52,Line damage,John,2020-12-27 00:17:42,Completed,Closed
1440,AXA-20201218-2541-WiFi10,CH03,Zeenab,NGS001,2020-12-18 10:59:16,2020-12-18 11:07:53,2020-12-18 11:49:32,Customers End,John,2020-12-18 15:28:46,Completed,Closed
1441,AXA-20201225-2542-MAC,CH01,BetSan,NGS004,2020-12-25 15:43:45,2020-12-25 15:49:09,2020-12-25 17:23:28,Customers End,Sheg,2020-12-25 22:51:46,Completed,Closed
1442,AXA-20201205-2543-WLESS,CH04,International,NGS018,2020-12-05 10:35:57,2020-12-05 10:37:29,2020-12-05 11:22:11,Customers End,Bola,2020-12-05 15:34:56,Completed,Closed
1444,AXA-20201210-2545-EVOICE,CH01,Cassava,NGS022,2020-12-10 13:53:06,2020-12-10 13:58:22,2020-12-10 17:31:30,Customers End,Atiku,2020-12-10 22:25:15,Completed,Closed
1445,AXA-20201216-2546-VOICE,CH02,ShopLite,NGS003,2020-12-16 15:12:42,2020-12-16 15:17:12,2020-12-16 20:56:18,Line damage,Mary,2020-12-17 01:36:44,Completed,Closed
1446,AXA-20201202-2547-C100,CH03,BetSan,NGS011,2020-12-02 09:45:24,2020-12-02 09:51:37,2020-12-02 11:08:07,Unknown,Kingsley,2020-12-02 15:43:26,Completed,Closed
1447,AXA-20201224-2548-WiFi10,CH06,International,NGS005,2020-12-24 08:55:44,2020-12-24 09:05:15,2020-12-24 11:46:48,Line damage,Bola,2020-12-24 15:09:34,Completed,Closed
1448,AXA-20201205-2549-WiFi10,CH04,Tidel,NGS012,2020-12-05 10:10:32,2020-12-05 10:21:07,2020-12-05 11:25:23,Routine Service,Sherifat,2020-12-05 14:48:34,Completed,Closed
1449,AXA-20201218-2550-WiFi3,CH04,Goodies,NGS018,2020-12-18 11:44:30,2020-12-18 11:53:58,2020-12-18 17:35:02,Customers End,Vitus,2020-12-18 22:02:40,Completed,Closed
1451,AXA-20201207-2552-MAC,CH01,TwinsDeck,NGS028,2020-12-07 14:43:25,2020-12-07 14:46:59,2020-12-07 15:16:22,Routine Service,Sherifat,2020-12-07 19:05:50,Completed,Closed
1452,AXA-20201203-2553-C100,CH02,Goodies,NGS024,2020-12-03 13:16:52,2020-12-03 13:25:25,2020-12-03 17:58:36,Line damage,Jonathan,2020-12-03 23:52:11,Completed,Closed
1453,AXA-20201223-2554-WiFi5,CH05,PrinceLine,NGS007,2020-12-23 14:29:04,2020-12-23 14:39:17,2020-12-23 16:11:24,Customers End,Jonathan,2020-12-23 20:51:52,Completed,Closed
1454,AXA-20201212-2555-WiFi9,CH05,Ultimate,NGS027,2020-12-12 09:14:37,2020-12-12 09:22:45,2020-12-12 10:59:50,Line damage,Akin,2020-12-12 14:15:44,Completed,Closed
1455,AXA-20201208-2556-VOICE,CH05,Marketsquare,NGS001,2020-12-08 13:48:20,2020-12-08 13:54:28,2020-12-08 17:04:01,Customers End,Bola,2020-12-08 21:29:45,Completed,Closed
1456,AXA-20201224-2557-MCON,CH04,International,NGS028,2020-12-24 10:11:35,2020-12-24 10:13:23,2020-12-24 10:24:11,Customers End,Jonathan,2020-12-24 15:16:47,Completed,Closed
1457,AXA-20201221-2558-WiFi4,CH06,BetSan,NGS014,2020-12-21 11:35:57,2020-12-21 11:39:15,2020-12-21 14:20:28,Customers End,Myers,2020-12-21 20:00:06,Completed,Closed
1459,AXA-20201205-2560-WiFi9,CH02,Wemathon,NGS010,2020-12-05 13:35:18,2020-12-05 13:46:03,2020-12-05 13:52:41,Line damage,Kingsley,2020-12-05 18:42:21,Completed,Closed
1460,AXA-20201226-2561-C100,CH02,Jumlaa,NGS033,2020-12-26 10:39:20,2020-12-26 10:43:07,2020-12-26 14:24:44,Customers End,Jonathan,2020-12-26 20:03:59,Completed,Closed
1461,AXA-20201223-2562-MCON,CH04,BetSan,NGS010,2020-12-23 12:13:14,2020-12-23 12:18:35,2020-12-23 13:36:20,Routine Service,Habeeb,2020-12-23 18:12:02,Completed,Closed
1462,AXA-20201202-2563-EVOICE,CH04,Union,NGS032,2020-12-02 08:43:04,2020-12-02 08:45:13,2020-12-02 09:48:54,Customers End,Sheg,2020-12-02 14:25:22,Completed,Closed
1463,AXA-20201208-2564-WiFi6,CH01,Jiji,NGS019,2020-12-08 14:05:48,2020-12-08 14:11:33,2020-12-08 19:53:41,Line damage,Bola,2020-12-08 23:15:35,Completed,Closed
1464,AXA-20201208-2565-MAC,CH05,ShopLite,NGS010,2020-12-08 11:27:30,2020-12-08 11:35:13,2020-12-08 14:19:48,Customers End,Sola,2020-12-08 17:43:42,Completed,Closed
1465,AXA-20201215-2566-CBS,CH04,NTAS,NGS014,2020-12-15 11:02:19,2020-12-15 11:10:33,2020-12-15 11:11:46,Customers End,Jennifer,2020-12-15 16:03:36,Completed,Closed
1466,AXA-20201207-2567-C100,CH01,MIEC,NGS018,2020-12-07 09:53:43,2020-12-07 09:56:26,2020-12-07 15:16:08,Customers End,Mary,2020-12-07 20:36:39,Completed,Closed
1467,AXA-20201201-2568-WiFi8,CH02,BetSan,NGS010,2020-12-01 13:39:48,2020-12-01 13:45:29,2020-12-01 15:45:53,Line damage,Goodluck,2020-12-01 20:17:10,Completed,Closed
1468,AXA-20201213-2569-MCON,CH02,Denna,NGS008,2020-12-13 12:55:41,2020-12-13 13:01:53,2020-12-13 17:43:55,Customers End,John,2020-12-13 23:06:22,Completed,Closed
1469,AXA-20201207-2570-HSE,CH03,NTAS,NGS032,2020-12-07 10:29:12,2020-12-07 10:33:33,2020-12-07 14:57:01,Line damage,Amelia,2020-12-07 18:25:43,Completed,Closed
1470,AXA-20201217-2571-C100,CH03,Computek,NGS030,2020-12-17 13:21:28,2020-12-17 13:22:33,2020-12-17 17:31:06,Customers End,John,2020-12-17 20:47:29,Completed,Closed
1472,AXA-20201227-2573-HSE,CH04,ShopLite,NGS024,2020-12-27 11:02:44,2020-12-27 11:03:59,2020-12-27 11:13:04,Line damage,Brenda,2020-12-27 15:33:58,Completed,Closed
1474,AXA-20201217-2575-WiFi6,CH02,Honeywell,NGS003,2020-12-17 09:59:53,2020-12-17 10:02:00,2020-12-17 13:41:12,Customers End,Habeeb,2020-12-17 17:58:54,Completed,Closed
1475,AXA-20201221-2576-WiFi7,CH04,ShopLite,NGS007,2020-12-21 14:30:26,2020-12-21 14:39:35,2020-12-21 16:48:09,Routine Service,John,2020-12-21 21:25:30,Completed,Closed
1476,AXA-20201204-2577-WiFi7,CH05,Transnational,NGS005,2020-12-04 08:52:03,2020-12-04 08:57:23,2020-12-04 10:20:34,Routine Service,Jennifer,2020-12-04 14:02:53,Completed,Closed
1477,AXA-20201223-2578-C95,CH05,Zeenab,NGS001,2020-12-23 09:33:16,2020-12-23 09:39:33,2020-12-23 12:57:58,Customers End,Sherifat,2020-12-23 17:16:36,Completed,Closed
1478,AXA-20201223-2579-CBS,CH01,BetSan,NGS007,2020-12-23 11:55:29,2020-12-23 11:56:58,2020-12-23 17:10:42,Routine Service,Sherifat,2020-12-23 23:01:16,Completed,Closed
1479,AXA-20201222-2580-VOICE,CH01,Bates,NGS036,2020-12-22 08:07:03,2020-12-22 08:17:33,2020-12-22 09:32:49,Line damage,Atiku,2020-12-22 12:50:26,Completed,Closed
1481,AXA-20201217-2582-CBS,CH04,ACCNI,NGS036,2020-12-17 15:14:55,2020-12-17 15:24:42,2020-12-17 20:55:20,Unknown,Sheg,2020-12-18 01:18:03,Completed,Closed
1484,AXA-20201206-2585-VOICE,CH02,Bates,NGS004,2020-12-06 11:13:25,2020-12-06 11:23:11,2020-12-06 14:41:45,Customers End,Sekina,2020-12-06 18:16:19,Completed,Closed
1485,AXA-20201215-2586-WiFi5,CH02,Transnational,NGS017,2020-12-15 08:14:04,2020-12-15 08:15:31,2020-12-15 11:52:54,Line damage,Habeeb,2020-12-15 17:09:38,Completed,Closed
1487,AXA-20201216-2588-VOICE,CH05,Transnational,NGS011,2020-12-16 09:30:36,2020-12-16 09:31:00,2020-12-16 11:53:41,Customers End,Bola,2020-12-16 15:45:13,Completed,Closed
1488,AXA-20201202-2589-WiFi8,CH03,BetSan,NGS006,2020-12-02 12:39:13,2020-12-02 12:48:49,2020-12-02 15:54:09,Line damage,Jennifer,2020-12-02 20:30:35,Completed,Closed
1489,AXA-20201216-2590-WiFi9,CH03,Jacobs,NGS009,2020-12-16 08:27:10,2020-12-16 08:27:42,2020-12-16 13:37:47,Line damage,Jennifer,2020-12-16 17:21:25,Completed,Closed
1490,AXA-20201214-2591-MCON,CH04,Budelak,NGS003,2020-12-14 15:34:19,2020-12-14 15:42:45,2020-12-14 17:51:00,Customers End,Myers,2020-12-14 21:25:44,Completed,Closed
1491,AXA-20201210-2592-HSE,CH04,MIEC,NGS008,2020-12-10 10:30:10,2020-12-10 10:35:16,2020-12-10 14:10:47,Line damage,Tunde,2020-12-10 19:01:33,Completed,Closed
1494,AXA-20201216-2595-WiFi6,CH01,ROCAD,NGS007,2020-12-16 08:02:12,2020-12-16 08:12:50,2020-12-16 10:20:01,Customers End,John,2020-12-16 14:09:27,Completed,Closed
1495,AXA-20201226-2596-WiFi8,CH06,Eversharpmaster,NGS006,2020-12-26 10:27:02,2020-12-26 10:32:46,2020-12-26 12:49:15,Customers End,Habeeb,2020-12-26 18:24:50,Completed,Closed
1496,AXA-20201217-2597-WLESS,CH02,Goodies,NGS006,2020-12-17 10:58:00,2020-12-17 11:01:05,2020-12-17 14:34:48,Customers End,Sekina,2020-12-17 18:53:39,Completed,Closed
1497,AXA-20201226-2598-HSE,CH05,International,NGS004,2020-12-26 13:49:46,2020-12-26 13:58:18,2020-12-26 17:36:47,Customers End,Jennifer,2020-12-26 22:51:42,Completed,Closed
1498,AXA-20201216-2599-WiFi5,CH01,ROCAD,NGS022,2020-12-16 08:52:11,2020-12-16 08:57:32,2020-12-16 10:25:36,Customers End,Goodluck,2020-12-16 14:53:01,Completed,Closed
1499,AXA-20201206-2600-EVOICE,CH01,Sterling,NGS004,2020-12-06 08:58:27,2020-12-06 09:06:42,2020-12-06 11:10:07,Unknown,Myers,2020-12-06 14:49:34,Completed,Closed
1501,AXA-20201211-2602-WiFi5,CH01,Cassava,NGS019,2020-12-11 13:53:27,2020-12-11 13:55:54,2020-12-11 18:07:14,Unknown,Bukky,2020-12-11 21:34:09,Completed,Closed
1502,AXA-20201215-2603-MCON,CH02,CCD,NGS009,2020-12-15 12:28:31,2020-12-15 12:29:51,2020-12-15 16:50:33,Line damage,Amelia,2020-12-15 21:33:20,Completed,Closed
1503,AXA-20201222-2604-WiFi7,CH04,Transnational,NGS002,2020-12-22 10:47:49,2020-12-22 10:50:21,2020-12-22 13:01:24,Customers End,Kingsley,2020-12-22 16:16:58,Completed,Closed
1504,AXA-20201201-2605-WiFi5,CH05,Cassava,NGS006,2020-12-01 15:20:13,2020-12-01 15:30:58,2020-12-01 18:16:03,Unknown,Brenda,2020-12-01 22:08:38,Completed,Closed
1505,AXA-20201208-2606-HSE,CH03,Transnational,NGS024,2020-12-08 09:09:17,2020-12-08 09:12:57,2020-12-08 09:23:03,Customers End,Myers,2020-12-08 14:05:25,Completed,Closed
1506,AXA-20201228-2607-HSE,CH01,Bates,NGS007,2020-12-28 08:20:29,2020-12-28 08:29:51,2020-12-28 12:48:11,Customers End,Sherifat,2020-12-28 17:12:05,Completed,Closed
1507,AXA-20201220-2608-WiFi10,CH04,Olando,NGS011,2020-12-20 14:14:00,2020-12-20 14:21:17,2020-12-20 16:42:27,Customers End,Jonathan,2020-12-20 19:54:57,Completed,Closed
1508,AXA-20201226-2609-WiFi8,CH05,BetBoss,NGS004,2020-12-26 09:37:14,2020-12-26 09:42:51,2020-12-26 12:06:38,Customers End,Goodluck,2020-12-26 17:23:30,Completed,Closed
1509,AXA-20201226-2610-WiFi11,CH03,Lemway,NGS004,2020-12-26 14:55:42,2020-12-26 15:05:06,2020-12-26 20:50:11,Line damage,Jonathan,2020-12-27 02:16:39,Completed,Closed
1510,AXA-20201205-2611-WLESS,CH02,Dan,NGS011,2020-12-05 13:52:14,2020-12-05 13:55:39,2020-12-05 19:29:42,Routine Service,Brenda,2020-12-05 22:50:16,Completed,Closed
1511,AXA-20201220-2612-WiFi7,CH05,Cassava,NGS001,2020-12-20 15:16:54,2020-12-20 15:27:09,2020-12-20 15:35:11,Customers End,Atiku,2020-12-20 20:12:56,Completed,Closed
1512,AXA-20201217-2613-WLESS,CH01,MIEC,NGS018,2020-12-17 15:58:41,2020-12-17 16:03:26,2020-12-17 16:35:28,Line damage,Bola,2020-12-17 21:53:18,Completed,Closed
1513,AXA-20201214-2614-WiFi8,CH03,PWAN,NGS021,2020-12-14 11:52:52,2020-12-14 11:56:07,2020-12-14 12:28:50,Customers End,Kachi,2020-12-14 18:03:46,Completed,Closed
1514,AXA-20201201-2615-WiFi8,CH02,Ultimate,NGS013,2020-12-01 12:43:28,2020-12-01 12:45:07,2020-12-01 17:59:40,Line damage,Kola,2020-12-01 22:37:05,Completed,Closed
1516,AXA-20201202-2617-HSE,CH06,ShopLite,NGS003,2020-12-02 09:58:49,2020-12-02 10:00:22,2020-12-02 14:01:31,Unknown,Sekina,2020-12-02 18:46:19,Completed,Closed
1517,AXA-20201223-2618-C95,CH05,Jiji,NGS010,2020-12-23 13:54:28,2020-12-23 13:56:39,2020-12-23 14:29:48,Line damage,Atiku,2020-12-23 19:10:37,Completed,Closed
1518,AXA-20201209-2619-WiFi11,CH02,Eversharpmaster,NGS010,2020-12-09 14:11:23,2020-12-09 14:19:59,2020-12-09 17:50:24,hardware failure,Sekina,2020-12-09 21:13:41,Completed,Closed
1519,AXA-20201227-2620-MCON,CH05,CCD,NGS020,2020-12-27 15:42:02,2020-12-27 15:42:46,2020-12-27 19:20:34,Unknown,Jennifer,2020-12-27 22:59:51,Completed,Closed
1520,AXA-20201206-2621-WiFi6,CH04,Xpertech,NGS003,2020-12-06 13:22:33,2020-12-06 13:25:07,2020-12-06 13:48:13,hardware failure,Jonathan,2020-12-06 17:24:25,Completed,Closed
1522,AXA-20201208-2623-CBS,CH06,Kakawa,NGS007,2020-12-08 13:51:15,2020-12-08 13:53:22,2020-12-08 15:15:53,Customers End,Sekina,2020-12-08 19:07:33,Completed,Closed
1523,AXA-20201201-2624-ICS,CH01,BetSan,NGS016,2020-12-01 13:34:27,2020-12-01 13:39:34,2020-12-01 17:03:49,Customers End,Sheg,2020-12-01 21:37:06,Completed,Closed
1524,AXA-20201221-2625-CBS,CH04,ShopLite,NGS009,2020-12-21 15:29:07,2020-12-21 15:32:32,2020-12-21 17:49:52,Customers End,Myers,2020-12-21 21:25:12,Completed,Closed
1525,AXA-20201205-2626-ICS,CH04,Best Land,NGS019,2020-12-05 11:02:37,2020-12-05 11:12:14,2020-12-05 16:27:35,Line damage,Habeeb,2020-12-05 21:00:50,Completed,Closed
1526,AXA-20201217-2627-WiFi4,CH01,CCD,NGS001,2020-12-17 13:15:28,2020-12-17 13:23:52,2020-12-17 14:33:34,Line damage,Sheg,2020-12-17 19:47:56,Completed,Closed
1527,AXA-20201215-2628-WLESS,CH05,Transnational,NGS003,2020-12-15 08:29:23,2020-12-15 08:36:55,2020-12-15 13:17:01,Customers End,Brenda,2020-12-15 18:59:25,Completed,Closed
1529,AXA-20201206-2630-WiFi3,CH06,BetSan,NGS020,2020-12-06 11:05:18,2020-12-06 11:13:39,2020-12-06 12:19:22,Customers End,Jonathan,2020-12-06 16:38:13,Completed,Closed
1530,AXA-20201207-2631-WLESS,CH05,Sahad,NGS010,2020-12-07 09:55:52,2020-12-07 10:04:30,2020-12-07 15:16:08,Line damage,Bola,2020-12-07 18:55:26,Completed,Closed
1531,AXA-20201219-2632-WLESS,CH02,Lemway,NGS026,2020-12-19 14:42:12,2020-12-19 14:46:30,2020-12-19 20:14:15,Unknown,Habeeb,2020-12-20 00:41:10,Completed,Closed
1532,AXA-20201217-2633-WLESS,CH03,Zercom,NGS002,2020-12-17 11:23:02,2020-12-17 11:28:30,2020-12-17 15:11:10,Customers End,Bola,2020-12-17 19:57:46,Completed,Closed
1533,AXA-20201216-2634-WLESS,CH02,Transnational,NGS009,2020-12-16 13:35:00,2020-12-16 13:44:40,2020-12-16 15:19:14,Routine Service,Sherifat,2020-12-16 18:45:51,Completed,Closed
1534,AXA-20201207-2635-WiFi7,CH01,CCD,NGS020,2020-12-07 13:39:56,2020-12-07 13:40:39,2020-12-07 19:26:09,Customers End,Myers,2020-12-08 01:02:21,Completed,Closed
1535,AXA-20201212-2636-MCON,CH03,Ezcom,NGS012,2020-12-12 14:47:22,2020-12-12 14:47:45,2020-12-12 16:32:10,Customers End,Popoola,2020-12-12 22:11:28,Completed,Closed
1536,AXA-20201205-2637-MAC,CH01,FoodCo,NGS025,2020-12-05 12:58:54,2020-12-05 13:02:18,2020-12-05 17:33:33,Customers End,Tunde,2020-12-05 20:56:02,Completed,Closed
1537,AXA-20201217-2638-WLESS,CH06,Dan,NGS012,2020-12-17 14:02:28,2020-12-17 14:09:52,2020-12-17 16:48:02,Unknown,Bola,2020-12-17 20:31:38,Completed,Closed
1538,AXA-20201224-2639-EVOICE,CH05,Codek,NGS005,2020-12-24 13:11:42,2020-12-24 13:14:25,2020-12-24 15:51:41,Line damage,Sekina,2020-12-24 21:09:32,Completed,Closed
1539,AXA-20201224-2640-C95,CH06,ShopLite,NGS005,2020-12-24 11:32:27,2020-12-24 11:39:14,2020-12-24 12:11:19,hardware failure,Brenda,2020-12-24 17:52:09,Completed,Closed
1540,AXA-20201216-2641-MCON,CH02,PrinceLine,NGS027,2020-12-16 15:58:43,2020-12-16 16:03:04,2020-12-16 18:44:24,Line damage,Myers,2020-12-17 00:10:48,Completed,Closed
1541,AXA-20201225-2642-VOICE,CH04,International,NGS005,2020-12-25 12:48:14,2020-12-25 12:53:32,2020-12-25 17:56:08,Unknown,Amelia,2020-12-25 21:28:32,Completed,Closed
1542,AXA-20201214-2643-WiFi6,CH06,BetSan,NGS001,2020-12-14 12:16:13,2020-12-14 12:21:59,2020-12-14 13:40:22,Line damage,Goodluck,2020-12-14 18:56:37,Completed,Closed
1543,AXA-20201227-2644-WiFi5,CH03,BetSan,NGS004,2020-12-27 12:36:22,2020-12-27 12:44:08,2020-12-27 14:10:19,Customers End,Atiku,2020-12-27 18:34:39,Completed,Closed
1544,AXA-20201220-2645-VOICE,CH03,TwinsDeck,NGS027,2020-12-20 13:42:47,2020-12-20 13:46:27,2020-12-20 19:21:41,Customers End,Myers,2020-12-21 01:15:10,Completed,Closed
1545,AXA-20201208-2646-WiFi3,CH03,ShopLite,NGS007,2020-12-08 15:32:20,2020-12-08 15:38:31,2020-12-08 20:55:34,hardware failure,Sekina,2020-12-09 00:19:14,Completed,Closed
1546,AXA-20201224-2647-WiFi6,CH03,Arik,NGS001,2020-12-24 10:11:17,2020-12-24 10:19:38,2020-12-24 10:31:43,Line damage,Jonathan,2020-12-24 13:59:07,Completed,Closed
1547,AXA-20201210-2648-WiFi9,CH05,SupaTram,NGS027,2020-12-10 09:03:26,2020-12-10 09:04:46,2020-12-10 11:06:50,Line damage,Bukky,2020-12-10 15:00:17,Completed,Closed
1548,AXA-20201220-2649-WiFi8,CH05,PWAN,NGS007,2020-12-20 15:50:15,2020-12-20 15:56:34,2020-12-20 19:11:04,Routine Service,Sherifat,2020-12-20 23:53:46,Completed,Closed
1549,AXA-20201219-2650-WLESS,CH06,Transnational,NGS010,2020-12-19 12:54:44,2020-12-19 13:04:29,2020-12-19 16:41:50,Line damage,Sekina,2020-12-19 22:31:29,Completed,Closed
1550,AXA-20201211-2651-WLESS,CH03,ShopLite,NGS025,2020-12-11 08:09:02,2020-12-11 08:11:38,2020-12-11 13:30:01,Unknown,Jonathan,2020-12-11 16:45:50,Completed,Closed
1551,AXA-20201203-2652-C100,CH02,ShopLite,NGS019,2020-12-03 15:41:06,2020-12-03 15:43:42,2020-12-03 16:55:05,Line damage,Atiku,2020-12-03 22:13:53,Completed,Closed
1552,AXA-20201228-2653-VOICE,CH06,BAGCO,NGS019,2020-12-28 15:35:27,2020-12-28 15:45:52,2020-12-28 16:11:24,Line damage,John,2020-12-28 20:00:06,Completed,Closed
1553,AXA-20201222-2654-WiFi11,CH02,Mivo,NGS015,2020-12-22 10:48:22,2020-12-22 10:52:44,2020-12-22 16:33:28,Customers End,Bola,2020-12-22 20:24:11,Completed,Closed
1554,AXA-20201209-2655-C100,CH05,Cejex,NGS024,2020-12-09 08:05:00,2020-12-09 08:12:09,2020-12-09 08:52:21,Routine Service,Sheg,2020-12-09 12:30:55,Completed,Closed
1555,AXA-20201212-2656-HSE,CH04,PWAN,NGS015,2020-12-12 08:05:22,2020-12-12 08:15:05,2020-12-12 10:28:42,Line damage,Jennifer,2020-12-12 13:42:20,Completed,Closed
1556,AXA-20201226-2657-WLESS,CH02,PWAN,NGS015,2020-12-26 10:47:20,2020-12-26 10:53:29,2020-12-26 16:32:01,Customers End,Tunde,2020-12-26 20:44:40,Completed,Closed
1557,AXA-20201203-2658-HSE,CH04,Mav,NGS018,2020-12-03 14:54:12,2020-12-03 14:59:44,2020-12-03 15:44:16,Customers End,Myers,2020-12-03 21:13:46,Completed,Closed
1558,AXA-20201218-2659-WiFi6,CH03,Cassava,NGS029,2020-12-18 13:13:44,2020-12-18 13:19:09,2020-12-18 17:49:53,Unknown,Goodluck,2020-12-18 23:26:20,Completed,Closed
1559,AXA-20201203-2660-C95,CH05,BetSan,NGS005,2020-12-03 12:45:34,2020-12-03 12:53:48,2020-12-03 15:54:01,Customers End,Sherifat,2020-12-03 20:21:43,Completed,Closed
1560,AXA-20201201-2661-C100,CH03,ShopLite,NGS019,2020-12-01 09:41:40,2020-12-01 09:43:53,2020-12-01 10:15:05,Customers End,Sekina,2020-12-01 13:48:49,Completed,Closed
1561,AXA-20201204-2662-VOICE,CH03,Geotextile,NGS001,2020-12-04 14:10:23,2020-12-04 14:18:28,2020-12-04 15:01:48,Customers End,Akin,2020-12-04 19:27:40,Completed,Closed
1562,AXA-20201211-2663-MAC,CH01,MIEC,NGS013,2020-12-11 14:44:21,2020-12-11 14:48:31,2020-12-11 15:32:17,Line damage,Bola,2020-12-11 19:18:10,Completed,Closed
1563,AXA-20201201-2664-C100,CH01,Tonyson,NGS009,2020-12-01 11:29:40,2020-12-01 11:34:46,2020-12-01 17:05:48,Customers End,Kachi,2020-12-01 20:44:37,Completed,Closed
1564,AXA-20201215-2665-WLESS,CH04,ShopLite,NGS005,2020-12-15 14:40:09,2020-12-15 14:49:39,2020-12-15 20:22:22,Line damage,Kachi,2020-12-16 00:08:36,Completed,Closed
1565,AXA-20201224-2666-WiFi5,CH06,TITech,NGS031,2020-12-24 12:42:03,2020-12-24 12:48:18,2020-12-24 13:07:50,Customers End,Vitus,2020-12-24 16:58:32,Completed,Closed
1566,AXA-20201216-2667-WLESS,CH01,Justrite,NGS026,2020-12-16 11:03:42,2020-12-16 11:13:49,2020-12-16 13:26:11,Unknown,Habeeb,2020-12-16 18:13:26,Completed,Closed
1567,AXA-20201205-2668-ICS,CH05,FoodCo,NGS010,2020-12-05 14:41:24,2020-12-05 14:42:43,2020-12-05 19:45:45,Line damage,Brenda,2020-12-05 23:10:05,Completed,Closed
1568,AXA-20201201-2669-VOICE,CH06,ShopLite,NGS004,2020-12-01 10:36:23,2020-12-01 10:47:05,2020-12-01 13:32:46,Customers End,Sekina,2020-12-01 16:57:19,Completed,Closed
1569,AXA-20201208-2670-HSE,CH04,ShopLite,NGS005,2020-12-08 12:22:03,2020-12-08 12:28:40,2020-12-08 16:13:45,Customers End,Segun,2020-12-08 19:57:16,Completed,Closed
1570,AXA-20201226-2671-WiFi3,CH01,Mav,NGS021,2020-12-26 11:02:33,2020-12-26 11:05:40,2020-12-26 11:29:54,Line damage,Brenda,2020-12-26 17:11:39,Completed,Closed
1571,AXA-20201216-2672-CBS,CH06,International,NGS032,2020-12-16 11:21:21,2020-12-16 11:27:26,2020-12-16 12:57:14,Customers End,Bola,2020-12-16 17:43:26,Completed,Closed
1572,AXA-20201205-2673-WiFi9,CH05,Zercom,NGS026,2020-12-05 12:00:47,2020-12-05 12:07:28,2020-12-05 17:49:16,Customers End,Popoola,2020-12-05 23:03:28,Completed,Closed
1573,AXA-20201214-2674-CBS,CH05,ShopLite,NGS017,2020-12-14 13:57:29,2020-12-14 14:02:09,2020-12-14 15:13:46,hardware failure,Sherifat,2020-12-14 19:27:27,Completed,Closed
1574,AXA-20201202-2675-WiFi7,CH02,Union,NGS008,2020-12-02 12:52:42,2020-12-02 12:55:10,2020-12-02 16:37:25,Customers End,Kachi,2020-12-02 21:59:53,Completed,Closed
1575,AXA-20201205-2676-MCON,CH01,CenBank,NGS012,2020-12-05 15:48:32,2020-12-05 15:51:17,2020-12-05 18:02:36,Customers End,Brenda,2020-12-05 23:18:55,Completed,Closed
1576,AXA-20201227-2677-WiFi5,CH05,Nabett,NGS005,2020-12-27 08:25:51,2020-12-27 08:35:37,2020-12-27 09:12:13,Line damage,Atiku,2020-12-27 12:24:24,Completed,Closed
1577,AXA-20201202-2678-CBS,CH05,Jotna,NGS007,2020-12-02 13:36:54,2020-12-02 13:47:26,2020-12-02 14:25:39,Routine Service,Jonathan,2020-12-02 20:08:19,Completed,Closed
1578,AXA-20201203-2679-C95,CH05,ShopLite,NGS021,2020-12-03 13:58:33,2020-12-03 14:05:14,2020-12-03 15:34:56,Customers End,Akin,2020-12-03 20:52:52,Completed,Closed
1579,AXA-20201214-2680-ICS,CH02,ShopLite,NGS010,2020-12-14 14:10:39,2020-12-14 14:12:19,2020-12-14 18:45:04,Customers End,Sherifat,2020-12-14 22:32:39,Completed,Closed
1582,AXA-20201228-2683-C100,CH06,WetinLas,NGS009,2020-12-28 14:21:21,2020-12-28 14:28:01,2020-12-28 17:09:07,Customers End,Tunde,2020-12-28 20:58:51,Completed,Closed
1583,AXA-20201208-2684-HSE,CH03,Jumlaa,NGS006,2020-12-08 12:57:02,2020-12-08 13:05:14,2020-12-08 18:45:33,Line damage,Sherifat,2020-12-09 00:19:00,Completed,Closed
1584,AXA-20201218-2685-C100,CH05,Roband,NGS012,2020-12-18 14:54:34,2020-12-18 15:02:11,2020-12-18 18:33:50,Support network failures,Segun,2020-12-18 22:28:44,Completed,Closed
1585,AXA-20201228-2686-EVOICE,CH02,WetinLas,NGS005,2020-12-28 11:09:09,2020-12-28 11:16:57,2020-12-28 11:30:12,Customers End,Mary,2020-12-28 17:23:38,Completed,Closed
1587,AXA-20201222-2688-VOICE,CH06,Access,NGS021,2020-12-22 13:24:22,2020-12-22 13:25:05,2020-12-22 13:56:36,Customers End,Fola,2020-12-22 18:34:30,Completed,Closed
